"Relative Intensity (%) Run #1";"Output Voltage Ch H (V) Run #1";"Output Current Ch H (A) Run #1";"Angle (rad) Run #1";"Relative Intensity (%) Run #2";"Output Voltage Ch H (V) Run #2";"Output Current Ch H (A) Run #2";"Angle (rad) Run #2";"Relative Intensity (%) Run #3";"Output Voltage Ch H (V) Run #3";"Output Current Ch H (A) Run #3";"Angle (rad) Run #3";"Relative Intensity (%) Run #4";"Output Voltage Ch H (V) Run #4";"Output Current Ch H (A) Run #4";"Angle (rad) Run #4";"Relative Intensity (%) Run #5";"Output Voltage Ch H (V) Run #5";"Output Current Ch H (A) Run #5";"Angle (rad) Run #5";"Relative Intensity (%) Run #6";"Output Voltage Ch H (V) Run #6";"Output Current Ch H (A) Run #6";"Angle (rad) Run #6";"Relative Intensity (%) Run #7";"Output Voltage Ch H (V) Run #7";"Output Current Ch H (A) Run #7";"Angle (rad) Run #7";"Relative Intensity (%) Run #8";"Output Voltage Ch H (V) Run #8";"Output Current Ch H (A) Run #8";"Angle (rad) Run #8";"Relative Intensity (%) Run #9";"Output Voltage Ch H (V) Run #9";"Output Current Ch H (A) Run #9";"Angle (rad) Run #9";"Relative Intensity (%) Run #10";"Output Voltage Ch H (V) Run #10";"Output Current Ch H (A) Run #10";"Angle (rad) Run #10"
0,07;3,52;0,49;9,966;0,67;4,02;0,52;14,975;2,55;4,52;0,55;15,184;0,10;5,02;0,58;3,264;0,03;5,52;0,60;8,814;-0,06;6,02;0,63;12,531;-0,15;6,52;0,65;6,336;2,11;7,02;0,67;14,224;0,16;7,52;0,69;11,798;-0,14;8,02;0,71;7,540
0,07;3,52;0,49;10,088;1,33;4,02;0,52;15,132;3,65;4,52;0,55;15,341;0,07;5,02;0,58;3,368;0,05;5,52;0,60;9,146;-0,07;6,02;0,63;12,706;-0,07;6,52;0,65;6,353;3,00;7,02;0,67;14,416;0,30;7,52;0,69;11,973;-0,18;8,02;0,71;7,819
0,04;3,52;0,49;10,210;1,54;4,02;0,52;15,272;4,33;4,52;0,55;15,499;0,11;5,02;0,58;3,456;0,11;5,52;0,60;9,460;0,00;6,02;0,63;12,881;0,02;6,52;0,65;6,370;3,68;7,02;0,67;14,573;0,29;7,52;0,69;12,165;-0,16;8,02;0,71;8,116
0,00;3,52;0,49;10,350;2,50;4,02;0,52;15,429;5,17;4,52;0,55;15,638;0,14;5,02;0,58;3,526;0,14;5,52;0,60;9,739;0,14;6,02;0,63;13,055;0,05;6,52;0,65;6,405;5,23;7,02;0,67;14,748;0,36;7,52;0,69;12,392;-0,10;8,02;0,71;8,412
0,03;3,52;0,49;10,524;3,15;4,02;0,52;15,568;7,23;4,52;0,55;15,813;0,12;5,02;0,58;3,595;0,08;5,52;0,60;10,036;0,12;6,02;0,63;13,212;-0,03;6,52;0,65;6,493;6,23;7,02;0,67;14,992;0,43;7,52;0,69;12,636;-0,03;8,02;0,71;8,709
0,06;3,52;0,49;10,716;4,85;4,02;0,52;15,673;8,51;4,52;0,55;15,952;0,09;5,02;0,58;3,683;0,08;5,52;0,60;10,332;0,17;6,02;0,63;13,387;-0,13;6,52;0,65;6,597;8,96;7,02;0,67;15,202;0,58;7,52;0,69;12,915;-0,13;8,02;0,71;8,971
0,06;3,52;0,49;10,908;5,65;4,02;0,52;15,795;11,34;4,52;0,55;16,127;0,08;5,02;0,58;3,787;0,09;5,52;0,60;10,612;0,21;6,02;0,63;13,579;-0,12;6,52;0,65;6,720;10,96;7,02;0,67;15,429;0,75;7,52;0,69;13,177;-0,04;8,02;0,71;9,198
0,09;3,52;0,49;11,100;6,46;4,02;0,52;15,882;12,87;4,52;0,55;16,301;0,04;5,02;0,58;3,927;0,11;5,52;0,60;10,891;0,69;6,02;0,63;13,806;-0,07;6,52;0,65;6,859;16,34;7,02;0,67;15,638;1,25;7,52;0,69;13,456;0,01;8,02;0,71;9,390
0,05;3,52;0,49;11,292;8,26;4,02;0,52;15,970;15,84;4,52;0,55;16,458;0,02;5,02;0,58;4,102;0,15;5,52;0,60;11,170;0,82;6,02;0,63;13,998;-0,08;6,52;0,65;7,016;19,78;7,02;0,67;15,813;1,48;7,52;0,69;13,736;0,05;8,02;0,71;9,599
-0,01;3,52;0,49;11,449;9,23;4,02;0,52;16,074;17,04;4,52;0,55;16,633;0,04;5,02;0,58;4,294;0,01;5,52;0,60;11,484;1,01;6,02;0,63;14,207;-0,08;6,52;0,65;7,208;23,49;7,02;0,67;15,970;1,73;7,52;0,69;13,998;0,08;8,02;0,71;9,791
0,04;3,52;0,49;11,624;10,78;4,02;0,52;16,162;18,28;4,52;0,55;16,860;0,03;5,02;0,58;4,520;0,06;5,52;0,60;11,781;1,58;6,02;0,63;14,399;0,03;6,52;0,65;7,383;31,20;7,02;0,67;16,127;2,71;7,52;0,69;14,259;0,06;8,02;0,71;9,983
-0,02;3,52;0,49;11,816;11,67;4,02;0,52;16,232;18,15;4,52;0,55;17,122;-0,03;5,02;0,58;4,765;0,07;5,52;0,60;12,060;2,02;6,02;0,63;14,591;-0,02;6,52;0,65;7,557;34,76;7,02;0,67;16,266;3,38;7,52;0,69;14,486;0,10;8,02;0,71;10,193
-0,01;3,52;0,49;12,025;12,80;4,02;0,52;16,319;17,13;4,52;0,55;17,383;-0,03;5,02;0,58;5,027;0,10;5,52;0,60;12,322;3,01;6,02;0,63;14,765;0,00;6,52;0,65;7,749;40,47;7,02;0,67;16,424;5,50;7,52;0,69;14,696;0,18;8,02;0,71;10,420
0,05;3,52;0,49;12,217;13,25;4,02;0,52;16,389;13,65;4,52;0,55;17,610;-0,06;5,02;0,58;5,236;0,09;5,52;0,60;12,566;3,67;6,02;0,63;14,957;0,07;6,52;0,65;7,906;42,33;7,02;0,67;16,581;6,76;7,52;0,69;14,905;0,18;8,02;0,71;10,664
0,07;3,52;0,49;12,409;13,85;4,02;0,52;16,458;11,58;4,52;0,55;17,820;-0,01;5,02;0,58;5,445;0,19;5,52;0,60;12,793;5,40;6,02;0,63;15,115;-0,02;6,52;0,65;8,063;43,38;7,02;0,67;16,790;10,15;7,52;0,69;15,132;0,19;8,02;0,71;10,943
0,09;3,52;0,49;12,584;14,17;4,02;0,52;16,528;7,81;4,52;0,55;17,994;0,06;5,02;0,58;5,603;0,20;5,52;0,60;13,003;6,48;6,02;0,63;15,254;0,11;6,52;0,65;8,220;42,61;7,02;0,67;16,982;12,35;7,52;0,69;15,394;0,29;8,02;0,71;11,205
0,11;3,52;0,49;12,723;14,37;4,02;0,52;16,616;6,30;4,52;0,55;18,134;0,02;5,02;0,58;5,794;0,37;5,52;0,60;13,212;9,24;6,02;0,63;15,394;0,01;6,52;0,65;8,395;37,20;7,02;0,67;17,191;18,59;7,52;0,69;15,673;0,36;8,02;0,71;11,467
0,09;3,52;0,49;12,898;14,29;4,02;0,52;16,685;3,87;4,52;0,55;18,274;0,09;5,02;0,58;5,952;0,43;5,52;0,60;13,387;10,77;6,02;0,63;15,551;-0,03;6,52;0,65;8,552;33,39;7,02;0,67;17,366;22,96;7,52;0,69;15,952;0,47;8,02;0,71;11,746
0,10;3,52;0,49;13,073;14,09;4,02;0,52;16,738;2,84;4,52;0,55;18,396;0,10;5,02;0,58;6,074;0,43;5,52;0,60;13,544;14,23;6,02;0,63;15,691;0,11;6,52;0,65;8,727;29,31;7,02;0,67;17,541;33,69;7,52;0,69;16,197;0,49;8,02;0,71;12,025
0,03;3,52;0,49;13,282;13,46;4,02;0,52;16,808;1,50;4,52;0,55;18,518;0,09;5,02;0,58;6,196;0,73;5,52;0,60;13,701;16,25;6,02;0,63;15,848;0,09;6,52;0,65;8,954;21,23;7,02;0,67;17,698;38,88;7,52;0,69;16,406;0,61;8,02;0,71;12,287
0,06;3,52;0,49;13,526;13,06;4,02;0,52;16,930;1,19;4,52;0,55;18,640;0,11;5,02;0,58;6,353;0,79;5,52;0,60;13,858;18,59;6,02;0,63;16,005;0,06;6,52;0,65;9,180;17,84;7,02;0,67;17,837;42,68;7,52;0,69;16,581;0,76;8,02;0,71;12,566
0,15;3,52;0,49;13,736;11,90;4,02;0,52;17,069;0,76;4,52;0,55;18,815;0,17;5,02;0,58;6,510;1,04;5,52;0,60;13,980;23,56;6,02;0,63;16,144;0,05;6,52;0,65;9,407;12,32;7,02;0,67;17,925;45,28;7,52;0,69;16,755;0,98;8,02;0,71;12,776
0,22;3,52;0,49;13,928;11,16;4,02;0,52;17,209;0,64;4,52;0,55;19,007;0,07;5,02;0,58;6,667;1,14;5,52;0,60;14,102;26,17;6,02;0,63;16,301;0,01;6,52;0,65;9,617;10,13;7,02;0,67;17,994;44,41;7,52;0,69;16,895;1,21;8,02;0,71;12,968
0,19;3,52;0,49;14,155;9,44;4,02;0,52;17,383;0,58;4,52;0,55;19,181;0,04;5,02;0,58;6,859;1,57;5,52;0,60;14,207;30,48;6,02;0,63;16,441;0,06;6,52;0,65;9,861;7,02;7,02;0,67;18,099;39,56;7,52;0,69;17,017;1,49;8,02;0,71;13,142
0,18;3,52;0,49;14,382;8,41;4,02;0,52;17,541;0,49;4,52;0,55;19,356;0,12;5,02;0,58;7,086;1,78;5,52;0,60;14,312;31,70;6,02;0,63;16,563;0,03;6,52;0,65;10,053;5,79;7,02;0,67;18,204;36,47;7,52;0,69;17,139;1,69;8,02;0,71;13,282
0,29;3,52;0,49;14,556;7,22;4,02;0,52;17,680;0,42;4,52;0,55;19,513;0,10;5,02;0,58;7,330;2,16;5,52;0,60;14,434;32,66;6,02;0,63;16,703;0,03;6,52;0,65;10,193;3,67;7,02;0,67;18,309;30,36;7,52;0,69;17,261;2,27;8,02;0,71;13,422
0,30;3,52;0,49;14,731;5,20;4,02;0,52;17,820;0,37;4,52;0,55;19,652;0,11;5,02;0,58;7,557;2,46;5,52;0,60;14,556;32,35;6,02;0,63;16,860;0,06;6,52;0,65;10,297;2,71;7,02;0,67;18,448;27,10;7,52;0,69;17,418;2,56;8,02;0,71;13,544
0,66;3,52;0,49;14,870;4,15;4,02;0,52;17,925;0,34;4,52;0,55;19,792;0,15;5,02;0,58;7,784;3,06;5,52;0,60;14,678;29,95;6,02;0,63;17,000;0,00;6,52;0,65;10,385;1,40;7,02;0,67;18,623;20,85;7,52;0,69;17,541;3,10;8,02;0,71;13,683
0,75;3,52;0,49;15,045;2,47;4,02;0,52;18,012;0,35;4,52;0,55;19,932;0,13;5,02;0,58;8,011;3,48;5,52;0,60;14,835;27,94;6,02;0,63;17,157;0,00;6,52;0,65;10,507;0,95;7,02;0,67;18,815;17,99;7,52;0,69;17,680;3,38;8,02;0,71;13,858
1,09;3,52;0,49;15,202;2,14;4,02;0,52;18,117;0,37;4,52;0,55;20,089;0,11;5,02;0,58;8,273;4,52;5,52;0,60;14,992;25,68;6,02;0,63;17,314;0,06;6,52;0,65;10,559;0,72;7,02;0,67;19,007;15,44;7,52;0,69;17,820;4,23;8,02;0,71;14,050
1,33;3,52;0,49;15,359;1,15;4,02;0,52;18,204;0,35;4,52;0,55;20,281;0,03;5,02;0,58;8,517;5,26;5,52;0,60;15,167;20,60;6,02;0,63;17,488;0,03;6,52;0,65;10,577;0,32;7,02;0,67;19,199;11,09;7,52;0,69;17,942;4,76;8,02;0,71;14,224
1,87;3,52;0,49;15,533;0,79;4,02;0,52;18,291;0,33;4,52;0,55;20,455;0,11;5,02;0,58;8,762;6,15;5,52;0,60;15,341;17,99;6,02;0,63;17,645;-0,04;6,52;0,65;10,612;0,25;7,02;0,67;19,356;9,21;7,52;0,69;18,082;6,35;8,02;0,71;14,434
2,20;3,52;0,49;15,708;0,30;4,02;0,52;18,361;0,32;4,52;0,55;20,665;0,10;5,02;0,58;8,988;8,76;5,52;0,60;15,551;13,07;6,02;0,63;17,837;0,07;6,52;0,65;10,629;0,16;7,02;0,67;19,495;5,80;7,52;0,69;18,239;7,41;8,02;0,71;14,643
3,38;3,52;0,49;15,882;0,13;4,02;0,52;18,483;0,31;4,52;0,55;20,892;0,07;5,02;0,58;9,215;10,48;5,52;0,60;15,778;10,95;6,02;0,63;18,029;0,05;6,52;0,65;10,629;0,08;7,02;0,67;19,617;4,30;7,52;0,69;18,413;10,35;8,02;0,71;14,853
4,01;3,52;0,49;16,040;-0,02;4,02;0,52;18,588;0,28;4,52;0,55;21,136;0,04;5,02;0,58;9,425;14,92;5,52;0,60;16,005;7,14;6,02;0,63;18,221;0,14;6,52;0,65;10,647;7,48E-4;7,02;0,67;19,740;2,27;7,52;0,69;18,588;12,37;8,02;0,71;15,062
4,79;3,52;0,49;16,179;-0,07;4,02;0,52;18,692;0,30;4,52;0,55;21,363;0,08;5,02;0,58;9,652;17,79;5,52;0,60;16,214;5,38;6,02;0,63;18,431;0,08;6,52;0,65;10,664;0,01;7,02;0,67;19,844;1,76;7,52;0,69;18,762;14,61;8,02;0,71;15,272
6,64;3,52;0,49;16,336;-0,14;4,02;0,52;18,797;0,32;4,52;0,55;21,590;0,09;5,02;0,58;9,879;23,30;5,52;0,60;16,458;2,49;6,02;0,63;18,640;0,09;6,52;0,65;10,681;0,00;7,02;0,67;19,949;1,00;7,52;0,69;18,919;20,76;8,02;0,71;15,464
7,67;3,52;0,49;16,511;-0,17;4,02;0,52;18,902;0,28;4,52;0,55;21,817;0,03;5,02;0,58;10,105;25,22;5,52;0,60;16,668;1,74;6,02;0,63;18,850;0,05;6,52;0,65;10,699;0,00;7,02;0,67;20,071;0,80;7,52;0,69;19,094;24,61;8,02;0,71;15,673
9,18;3,52;0,49;16,685;-0,13;4,02;0,52;18,972;0,27;4,52;0,55;22,061;0,14;5,02;0,58;10,297;26,32;5,52;0,60;16,877;1,22;6,02;0,63;19,094;0,12;6,52;0,65;10,734;-0,10;7,02;0,67;20,211;0,52;7,52;0,69;19,268;33,71;8,02;0,71;15,848
9,70;3,52;0,49;16,842;-0,21;4,02;0,52;19,042;0,21;4,52;0,55;22,305;0,13;5,02;0,58;10,489;25,12;5,52;0,60;17,069;0,54;6,02;0,63;19,321;0,20;6,52;0,65;10,769;-0,10;7,02;0,67;20,333;0,44;7,52;0,69;19,460;38,61;8,02;0,71;16,022
10,19;3,52;0,49;16,982;-0,28;4,02;0,52;19,129;0,24;4,52;0,55;22,532;0,14;5,02;0,58;10,647;23,29;5,52;0,60;17,279;0,42;6,02;0,63;19,478;0,10;6,52;0,65;10,804;-0,03;7,02;0,67;20,490;0,31;7,52;0,69;19,617;47,38;8,02;0,71;16,214
9,99;3,52;0,49;17,139;-0,30;4,02;0,52;19,234;0,21;4,52;0,55;22,724;0,16;5,02;0,58;10,769;18,37;5,52;0,60;17,506;0,13;6,02;0,63;19,635;0,08;6,52;0,65;10,873;-0,05;7,02;0,67;20,630;0,32;7,52;0,69;19,740;50,77;8,02;0,71;16,458
8,93;3,52;0,49;17,261;-0,39;4,02;0,52;19,356;0,26;4,52;0,55;22,916;0,19;5,02;0,58;10,943;15,57;5,52;0,60;17,733;0,07;6,02;0,63;19,792;0,08;6,52;0,65;10,978;-0,14;7,02;0,67;20,804;0,23;7,52;0,69;19,827;53,28;8,02;0,71;16,703
8,25;3,52;0,49;17,401;-0,47;4,02;0,52;19,513;0,23;4,52;0,55;23,091;0,10;5,02;0,58;11,135;10,59;5,52;0,60;17,942;-0,01;6,02;0,63;19,984;0,11;6,52;0,65;11,100;-0,16;7,02;0,67;20,979;0,26;7,52;0,69;19,932;51,54;8,02;0,71;16,947
6,58;3,52;0,49;17,523;-0,41;4,02;0,52;19,670;0,22;4,52;0,55;23,248;0,07;5,02;0,58;11,310;8,34;5,52;0,60;18,134;-0,08;6,02;0,63;20,176;0,17;6,52;0,65;11,205;-0,17;7,02;0,67;21,171;0,17;7,52;0,69;20,036;47,81;8,02;0,71;17,174
5,82;3,52;0,49;17,663;-0,35;4,02;0,52;19,792;0,29;4,52;0,55;23,405;0,08;5,02;0,58;11,467;4,58;5,52;0,60;18,343;-0,05;6,02;0,63;20,403;0,18;6,52;0,65;11,362;-0,19;7,02;0,67;21,398;0,22;7,52;0,69;20,159;37,28;8,02;0,71;17,401
5,16;3,52;0,49;17,820;-0,45;4,02;0,52;19,932;0,27;4,52;0,55;23,562;0,05;5,02;0,58;11,624;3,19;5,52;0,60;18,553;-0,08;6,02;0,63;20,595;0,19;6,52;0,65;11,484;-0,27;7,02;0,67;21,642;0,21;7,52;0,69;20,316;31,58;8,02;0,71;17,610
3,94;3,52;0,49;17,977;-0,46;4,02;0,52;20,071;0,25;4,52;0,55;23,702;0,12;5,02;0,58;11,764;1,65;5,52;0,60;18,745;-0,13;6,02;0,63;20,822;0,26;6,52;0,65;11,606;-0,20;7,02;0,67;21,869;0,16;7,52;0,69;20,508;21,30;8,02;0,71;17,785
3,40;3,52;0,49;18,151;-0,48;4,02;0,52;20,211;0,21;4,52;0,55;23,841;0,14;5,02;0,58;11,903;1,20;5,52;0,60;18,954;-0,15;6,02;0,63;21,031;0,24;6,52;0,65;11,676;-0,23;7,02;0,67;22,131;0,10;7,52;0,69;20,717;17,20;8,02;0,71;17,977
2,20;3,52;0,49;18,343;-0,43;4,02;0,52;20,351;0,18;4,52;0,55;23,998;0,20;5,02;0,58;12,043;0,89;5,52;0,60;19,164;-0,23;6,02;0,63;21,241;0,17;6,52;0,65;11,746;-0,22;7,02;0,67;22,393;0,13;7,52;0,69;20,909;10,53;8,02;0,71;18,169
1,66;3,52;0,49;18,500;-0,62;4,02;0,52;20,508;0,29;4,52;0,55;24,155;0,17;5,02;0,58;12,235;0,53;5,52;0,60;19,391;-0,17;6,02;0,63;21,468;0,21;6,52;0,65;11,816;-0,27;7,02;0,67;22,637;0,04;7,52;0,69;21,101;7,70;8,02;0,71;18,378
0,96;3,52;0,49;18,675;-0,41;4,02;0,52;20,665;0,27;4,52;0,55;24,330;0,21;5,02;0,58;12,427;0,37;5,52;0,60;19,652;-0,14;6,02;0,63;21,712;0,25;6,52;0,65;11,938;-0,38;7,02;0,67;22,829;0,09;7,52;0,69;21,276;3,83;8,02;0,71;18,623
0,73;3,52;0,49;18,884;-0,49;4,02;0,52;20,804;0,25;4,52;0,55;24,452;0,25;5,02;0,58;12,601;0,21;5,52;0,60;19,914;-0,19;6,02;0,63;21,974;0,23;6,52;0,65;12,095;-0,32;7,02;0,67;22,986;0,07;7,52;0,69;21,433;2,79;8,02;0,71;18,867
0,51;3,52;0,49;19,076;-0,31;4,02;0,52;20,926;0,22;4,52;0,55;24,592;0,22;5,02;0,58;12,776;0,21;5,52;0,60;20,159;-0,20;6,02;0,63;22,201;0,30;6,52;0,65;12,270;-0,28;7,02;0,67;23,161;0,09;7,52;0,69;21,607;2,05;8,02;0,71;19,094
0,44;3,52;0,49;19,286;-0,34;4,02;0,52;21,049;0,28;4,52;0,55;24,731;0,28;5,02;0,58;12,933;0,23;5,52;0,60;20,385;-0,20;6,02;0,63;22,393;0,33;6,52;0,65;12,462;-0,27;7,02;0,67;23,353;0,08;7,52;0,69;21,764;1,16;8,02;0,71;19,373
0,33;3,52;0,49;19,460;-0,44;4,02;0,52;21,153;0,28;4,52;0,55;24,941;0,28;5,02;0,58;13,125;0,18;5,52;0,60;20,630;-0,19;6,02;0,63;22,602;0,46;6,52;0,65;12,636;-0,30;7,02;0,67;23,527;0,09;7,52;0,69;21,956;0,95;8,02;0,71;19,670
0,28;3,52;0,49;19,617;-0,53;4,02;0,52;21,293;0,18;4,52;0,55;25,133;0,25;5,02;0,58;13,299;0,07;5,52;0,60;20,874;-0,15;6,02;0,63;22,829;0,43;6,52;0,65;12,793;-0,30;7,02;0,67;23,719;0,00;7,52;0,69;22,131;0,58;8,02;0,71;19,967
0,27;3,52;0,49;19,740;-0,48;4,02;0,52;21,415;0,22;4,52;0,55;25,360;0,34;5,02;0,58;13,491;-0,02;5,52;0,60;21,101;-0,36;6,02;0,63;23,038;0,61;6,52;0,65;12,950;-0,24;7,02;0,67;23,911;0,03;7,52;0,69;22,323;0,46;8,02;0,71;20,228
0,30;3,52;0,49;19,879;-0,43;4,02;0,52;21,520;0,32;4,52;0,55;25,621;0,49;5,02;0,58;13,666;0,02;5,52;0,60;21,345;-0,16;6,02;0,63;23,213;0,69;6,52;0,65;13,107;-0,20;7,02;0,67;24,086;0,01;7,52;0,69;22,550;0,32;8,02;0,71;20,455
0,28;3,52;0,49;20,019;-0,43;4,02;0,52;21,642;0,32;4,52;0,55;25,831;0,63;5,02;0,58;13,840;-0,03;5,52;0,60;21,555;-0,14;6,02;0,63;23,370;0,82;6,52;0,65;13,230;-0,30;7,02;0,67;24,260;0,03;7,52;0,69;22,742;0,34;8,02;0,71;20,647
0,25;3,52;0,49;20,176;-0,70;4,02;0,52;21,747;0,23;4,52;0,55;26,058;0,66;5,02;0,58;14,015;0,01;5,52;0,60;21,747;-0,23;6,02;0,63;23,527;0,97;6,52;0,65;13,334;-0,31;7,02;0,67;24,435;0,11;7,52;0,69;22,951;0,24;8,02;0,71;20,804
0,29;3,52;0,49;20,298;-0,70;4,02;0,52;21,852;0,26;4,52;0,55;26,267;1,03;5,02;0,58;14,172;0,08;5,52;0,60;21,939;-0,15;6,02;0,63;23,702;1,00;6,52;0,65;13,456;-0,29;7,02;0,67;24,609;0,07;7,52;0,69;23,143;0,30;8,02;0,71;20,961
0,27;3,52;0,49;20,420;-0,66;4,02;0,52;21,956;0,24;4,52;0,55;26,494;1,21;5,02;0,58;14,347;0,07;5,52;0,60;22,148;-0,14;6,02;0,63;23,911;1,09;6,52;0,65;13,561;-0,27;7,02;0,67;24,819;-0,09;7,52;0,69;23,318;0,17;8,02;0,71;21,118
0,19;3,52;0,49;20,543;-0,63;4,02;0,52;22,078;0,20;4,52;0,55;26,738;1,50;5,02;0,58;14,521;0,08;5,52;0,60;22,445;-0,09;6,02;0,63;24,138;1,30;6,52;0,65;13,648;-0,24;7,02;0,67;25,045;-0,10;7,52;0,69;23,475;0,16;8,02;0,71;21,310
0,18;3,52;0,49;20,647;-0,28;4,02;0,52;22,218;0,25;4,52;0,55;27,000;1,74;5,02;0,58;14,696;0,05;5,52;0,60;22,829;-0,16;6,02;0,63;24,365;1,43;6,52;0,65;13,718;-0,38;7,02;0,67;25,255;0,01;7,52;0,69;23,614;0,17;8,02;0,71;21,520
0,08;3,52;0,49;20,752;-0,46;4,02;0,52;22,375;0,24;4,52;0,55;27,279;2,35;5,02;0,58;14,870;0,04;5,52;0,60;23,195;-0,12;6,02;0,63;24,609;1,63;6,52;0,65;13,788;-0,38;7,02;0,67;25,464;-0,06;7,52;0,69;23,754;0,19;8,02;0,71;21,694
0,16;3,52;0,49;20,892;-0,34;4,02;0,52;22,550;0,24;4,52;0,55;27,559;2,85;5,02;0,58;15,010;0,04;5,52;0,60;23,544;-0,12;6,02;0,63;24,888;1,80;6,52;0,65;13,858;-0,32;7,02;0,67;25,656;-0,12;7,52;0,69;23,859;0,16;8,02;0,71;21,904
0,07;3,52;0,49;21,031;-0,39;4,02;0,52;22,742;0,21;4,52;0,55;27,821;3,46;5,02;0,58;15,167;0,06;5,52;0,60;23,876;-0,13;6,02;0,63;25,150;1,96;6,52;0,65;13,893;-0,35;7,02;0,67;25,831;-0,05;7,52;0,69;24,016;0,06;8,02;0,71;22,113
-0,03;3,52;0,49;21,241;-0,43;4,02;0,52;22,934;0,23;4,52;0,55;28,082;4,79;5,02;0,58;15,341;0,00;5,52;0,60;24,190;-0,12;6,02;0,63;25,429;2,15;6,52;0,65;13,928;-0,33;7,02;0,67;25,970;-0,05;7,52;0,69;24,173;0,11;8,02;0,71;22,340
0,03;3,52;0,49;21,433;-0,39;4,02;0,52;23,126;0,27;4,52;0,55;28,309;5,61;5,02;0,58;15,499;-0,03;5,52;0,60;24,435;-0,20;6,02;0,63;25,691;2,31;6,52;0,65;13,963;-0,33;7,02;0,67;26,110;-0,04;7,52;0,69;24,365;0,01;8,02;0,71;22,550
0,03;3,52;0,49;21,625;-0,43;4,02;0,52;23,318;0,20;4,52;0,55;28,536;7,89;5,02;0,58;15,673;0,05;5,52;0,60;24,679;-0,16;6,02;0,63;25,936;2,46;6,52;0,65;13,998;-0,38;7,02;0,67;26,232;-0,03;7,52;0,69;24,574;0,08;8,02;0,71;22,794
0,03;3,52;0,49;21,782;-0,37;4,02;0,52;23,492;-0,04;4,52;0,55;28,746;9,49;5,02;0,58;15,865;-0,01;5,52;0,60;24,888;-0,18;6,02;0,63;26,145;2,60;6,52;0,65;14,050;-0,37;7,02;0,67;26,372;-0,13;7,52;0,69;24,801;0,14;8,02;0,71;23,056
0,14;3,52;0,49;21,869;-0,40;4,02;0,52;23,667;0,01;4,52;0,55;28,920;13,16;5,02;0,58;16,074;-0,01;5,52;0,60;25,133;-0,23;6,02;0,63;26,337;2,72;6,52;0,65;14,120;-0,31;7,02;0,67;26,546;-0,07;7,52;0,69;25,011;0,17;8,02;0,71;23,353
0,10;3,52;0,49;21,904;-0,32;4,02;0,52;23,876;0,06;4,52;0,55;29,112;15,29;5,02;0,58;16,284;0,15;5,52;0,60;25,377;-0,23;6,02;0,63;26,529;2,78;6,52;0,65;14,259;-0,29;7,02;0,67;26,756;-0,06;7,52;0,69;25,203;0,01;8,02;0,71;23,632
0,19;3,52;0,49;21,921;-0,44;4,02;0,52;24,086;0,05;4,52;0,55;29,304;19,59;5,02;0,58;16,511;0,14;5,52;0,60;25,656;-0,29;6,02;0,63;26,721;3,31;6,52;0,65;14,399;-0,28;7,02;0,67;26,983;-0,15;7,52;0,69;25,395;0,04;8,02;0,71;23,928
0,02;3,52;0,49;21,939;-0,44;4,02;0,52;24,312;-0,01;4,52;0,55;29,496;21,11;5,02;0,58;16,738;0,02;5,52;0,60;25,970;-0,25;6,02;0,63;26,930;3,66;6,52;0,65;14,539;-0,34;7,02;0,67;27,227;-0,03;7,52;0,69;25,569;0,04;8,02;0,71;24,243
0,04;3,52;0,49;21,939;-0,43;4,02;0,52;24,574;-0,08;4,52;0,55;29,688;21,92;5,02;0,58;16,947;0,06;5,52;0,60;26,302;-0,24;6,02;0,63;27,157;4,51;6,52;0,65;14,678;-0,23;7,02;0,67;27,489;-0,12;7,52;0,69;25,744;0,15;8,02;0,71;24,557
-0,02;3,52;0,49;21,956;-0,49;4,02;0,52;24,853;-0,06;4,52;0,55;29,897;20,95;5,02;0,58;17,139;0,12;5,52;0,60;26,651;-0,24;6,02;0,63;27,402;5,08;6,52;0,65;14,853;-0,37;7,02;0,67;27,733;-0,16;7,52;0,69;25,918;-0,05;8,02;0,71;24,871
0,07;3,52;0,49;22,009;-0,53;4,02;0,52;25,203;-0,04;4,52;0,55;30,089;19,28;5,02;0,58;17,296;5,49E-4;5,52;0,60;26,965;-0,28;6,02;0,63;27,646;5,81;6,52;0,65;15,027;-0,38;7,02;0,67;27,978;-0,18;7,52;0,69;26,110;-0,10;8,02;0,71;25,168
0,03;3,52;0,49;22,113;-0,53;4,02;0,52;25,587;3,05E-4;4,52;0,55;30,281;15,48;5,02;0,58;17,471;0,03;5,52;0,60;27,279;-0,28;6,02;0,63;27,873;7,90;6,52;0,65;15,184;-0,43;7,02;0,67;28,222;-0,20;7,52;0,69;26,337;0,09;8,02;0,71;25,429
0,14;3,52;0,49;22,253;-0,34;4,02;0,52;25,988;-0,09;4,52;0,55;30,473;13,38;5,02;0,58;17,610;0,07;5,52;0,60;27,594;-0,29;6,02;0,63;28,100;9,23;6,52;0,65;15,376;-0,37;7,02;0,67;28,431;-0,22;7,52;0,69;26,599;-0,15;8,02;0,71;25,656
0,19;3,52;0,49;22,462;-0,35;4,02;0,52;26,372;-0,07;4,52;0,55;30,683;9,91;5,02;0,58;17,785;0,04;5,52;0,60;27,873;-0,29;6,02;0,63;28,309;12,70;6,52;0,65;15,533;-0,30;7,02;0,67;28,641;-0,23;7,52;0,69;26,861;0,02;8,02;0,71;25,883
