"Relative Intensity (%) Run #1";"Output Voltage Ch H (V) Run #1";"Output Current Ch H (A) Run #1";"Angle (rad) Run #1";"Relative Intensity (%) Run #2";"Output Voltage Ch H (V) Run #2";"Output Current Ch H (A) Run #2";"Angle (rad) Run #2";"Relative Intensity (%) Run #3";"Output Voltage Ch H (V) Run #3";"Output Current Ch H (A) Run #3";"Angle (rad) Run #3";"Relative Intensity (%) Run #4";"Output Voltage Ch H (V) Run #4";"Output Current Ch H (A) Run #4";"Angle (rad) Run #4";"Relative Intensity (%) Run #5";"Output Voltage Ch H (V) Run #5";"Output Current Ch H (A) Run #5";"Angle (rad) Run #5";"Relative Intensity (%) Run #6";"Output Voltage Ch H (V) Run #6";"Output Current Ch H (A) Run #6";"Angle (rad) Run #6";"Relative Intensity (%) Run #7";"Output Voltage Ch H (V) Run #7";"Output Current Ch H (A) Run #7";"Angle (rad) Run #7";"Relative Intensity (%) Run #8";"Output Voltage Ch H (V) Run #8";"Output Current Ch H (A) Run #8";"Angle (rad) Run #8";"Relative Intensity (%) Run #9";"Output Voltage Ch H (V) Run #9";"Output Current Ch H (A) Run #9";"Angle (rad) Run #9";"Relative Intensity (%) Run #10";"Output Voltage Ch H (V) Run #10";"Output Current Ch H (A) Run #10";"Angle (rad) Run #10"
-0,09;3,52;0,49;45,431;-0,83;4,02;0,52;43,232;-0,11;4,52;0,55;45,326;0,01;5,02;0,58;36,949;-0,11;5,52;0,60;48,712;-0,29;6,02;0,63;53,494;-0,14;6,52;0,65;29,566;-0,47;7,02;0,66;55,327;-0,25;7,52;0,69;51,801;0,05;8,02;0,71;47,543
-0,24;3,52;0,49;45,693;-0,81;4,02;0,52;43,494;-0,17;4,52;0,55;45,571;0,07;5,02;0,58;37,367;-0,16;5,52;0,60;49,009;-0,30;6,02;0,63;53,878;-0,17;6,52;0,65;29,671;-0,49;7,02;0,66;55,693;-0,22;7,52;0,69;52,028;0,04;8,02;0,71;47,787
-0,19;3,52;0,49;45,972;-0,87;4,02;0,52;43,790;-0,16;4,52;0,55;45,797;-0,02;5,02;0,58;37,751;-0,10;5,52;0,60;49,306;-0,18;6,02;0,63;54,315;-0,25;6,52;0,65;29,775;-0,38;7,02;0,66;56,043;-0,20;7,52;0,69;52,185;0,03;8,02;0,71;48,049
-0,20;3,52;0,49;46,234;-0,66;4,02;0,52;44,052;-0,06;4,52;0,55;46,024;0,18;5,02;0,58;38,135;-0,11;5,52;0,60;49,585;-0,29;6,02;0,63;54,768;-0,21;6,52;0,65;29,897;-0,41;7,02;0,66;56,444;-0,18;7,52;0,69;52,360;0,04;8,02;0,71;48,328
-0,15;3,52;0,49;46,478;-0,62;4,02;0,52;44,314;-0,06;4,52;0,55;46,251;0,16;5,02;0,58;38,519;-0,13;5,52;0,60;49,864;-0,31;6,02;0,63;55,309;-0,18;6,52;0,65;30,072;-0,57;7,02;0,66;56,863;-0,22;7,52;0,69;52,569;0,09;8,02;0,71;48,590
-0,15;3,52;0,49;46,705;-0,61;4,02;0,52;44,576;-0,20;4,52;0,55;46,461;0,22;5,02;0,58;38,921;-0,14;5,52;0,60;50,143;-0,21;6,02;0,63;55,833;-0,27;6,52;0,65;30,264;-0,62;7,02;0,66;57,282;-0,19;7,52;0,69;52,814;0,05;8,02;0,71;48,869
-0,17;3,52;0,49;46,949;-0,75;4,02;0,52;44,872;-0,23;4,52;0,55;46,670;0,23;5,02;0,58;39,270;-0,07;5,52;0,60;50,423;-0,21;6,02;0,63;56,409;-0,31;6,52;0,65;30,456;-0,53;7,02;0,66;57,735;-0,20;7,52;0,69;53,075;0,02;8,02;0,71;49,166
-0,28;3,52;0,49;47,211;-0,75;4,02;0,52;45,099;-0,20;4,52;0,55;46,897;0,08;5,02;0,58;39,602;-0,10;5,52;0,60;50,702;-0,16;6,02;0,63;56,950;-0,35;6,52;0,65;30,683;-0,43;7,02;0,66;58,154;-0,20;7,52;0,69;53,355;0,06;8,02;0,71;49,515
-0,28;3,52;0,49;47,473;-0,66;4,02;0,52;45,361;-0,17;4,52;0,55;47,141;0,16;5,02;0,58;39,933;-0,01;5,52;0,60;50,946;-0,20;6,02;0,63;57,439;-0,43;6,52;0,65;30,910;-0,43;7,02;0,66;58,538;-0,21;7,52;0,69;53,669;0,06;8,02;0,71;49,864
-0,20;3,52;0,49;47,700;-0,68;4,02;0,52;45,605;-0,17;4,52;0,55;47,368;0,04;5,02;0,58;40,265;-0,03;5,52;0,60;51,225;-0,33;6,02;0,63;57,927;-0,35;6,52;0,65;31,172;-0,51;7,02;0,66;58,905;-0,21;7,52;0,69;54,000;0,10;8,02;0,71;50,265
-0,16;3,52;0,49;47,944;-0,73;4,02;0,52;45,850;-0,07;4,52;0,55;47,578;0,04;5,02;0,58;40,649;-0,05;5,52;0,60;51,505;-0,36;6,02;0,63;58,381;-0,33;6,52;0,65;31,486;-0,44;7,02;0,66;59,236;-0,20;7,52;0,69;54,280;0,05;8,02;0,71;50,667
-0,12;3,52;0,49;48,171;-0,73;4,02;0,52;46,077;-0,11;4,52;0,55;47,770;0,13;5,02;0,58;40,998;-0,08;5,52;0,60;51,784;-0,35;6,02;0,63;58,818;-0,34;6,52;0,65;31,730;-0,46;7,02;0,66;59,533;-0,29;7,52;0,69;54,542;0,05;8,02;0,71;51,016
-0,07;3,52;0,49;48,433;-0,64;4,02;0,52;46,304;-0,08;4,52;0,55;47,927;0,20;5,02;0,58;41,399;-0,17;5,52;0,60;52,098;-0,31;6,02;0,63;59,341;-0,37;6,52;0,65;31,940;-0,35;7,02;0,66;59,847;-0,21;7,52;0,69;54,821;-0,10;8,02;0,71;51,330
-0,01;3,52;0,49;48,712;-0,70;4,02;0,52;46,600;-0,06;4,52;0,55;48,119;0,20;5,02;0,58;41,836;-0,20;5,52;0,60;52,412;-0,38;6,02;0,63;59,917;-0,41;6,52;0,65;32,132;0,05;7,02;0,66;60,144;-0,22;7,52;0,69;55,117;-0,13;8,02;0,71;51,679
0,10;3,52;0,49;49,009;-0,71;4,02;0,52;46,914;-0,10;4,52;0,55;48,346;0,24;5,02;0,58;42,254;-0,15;5,52;0,60;52,761;-0,18;6,02;0,63;60,545;-0,45;6,52;0,65;32,306;0,63;7,02;0,66;60,423;-0,14;7,52;0,69;55,379;-0,11;8,02;0,71;52,046
-0,04;3,52;0,49;49,340;-0,68;4,02;0,52;47,176;-0,09;4,52;0,55;48,555;0,19;5,02;0,58;42,743;-0,16;5,52;0,60;53,093;0,35;6,02;0,63;61,209;-0,43;6,52;0,65;32,428;1,53;7,02;0,66;60,703;-0,25;7,52;0,69;55,676;-0,02;8,02;0,71;52,377
0,00;3,52;0,49;49,655;-0,55;4,02;0,52;47,403;-0,10;4,52;0,55;48,782;0,25;5,02;0,58;43,197;-0,22;5,52;0,60;53,442;0,64;6,02;0,63;61,750;-0,40;6,52;0,65;32,533;1,54;7,02;0,66;60,947;-0,25;7,52;0,69;55,973;-0,17;8,02;0,71;52,674
-0,01;3,52;0,49;49,986;-0,61;4,02;0,52;47,665;-0,06;4,52;0,55;49,009;0,12;5,02;0,58;43,633;-0,35;5,52;0,60;53,774;0,22;6,02;0,63;62,238;-0,39;6,52;0,65;32,620;0,88;7,02;0,66;61,191;-0,24;7,52;0,69;56,217;-0,02;8,02;0,71;52,901
0,10;3,52;0,49;50,283;-0,65;4,02;0,52;47,892;-0,05;4,52;0,55;49,236;0,01;5,02;0,58;44,122;-0,32;5,52;0,60;54,105;-0,13;6,02;0,63;62,710;-0,38;6,52;0,65;32,742;0,70;7,02;0,66;61,453;-0,46;7,52;0,69;56,496;0,03;8,02;0,71;53,128
0,13;3,52;0,49;50,510;-0,60;4,02;0,52;48,119;-0,03;4,52;0,55;49,428;0,13;5,02;0,58;44,611;-0,20;5,52;0,60;54,489;-0,16;6,02;0,63;63,129;-0,35;6,52;0,65;32,882;0,40;7,02;0,66;61,680;-0,51;7,52;0,69;56,776;0,02;8,02;0,71;53,372
-0,05;3,52;0,49;50,719;-0,57;4,02;0,52;48,363;-0,02;4,52;0,55;49,585;0,22;5,02;0,58;45,099;-0,26;5,52;0,60;54,873;-0,35;6,02;0,63;63,530;-0,31;6,52;0,65;33,039;-0,14;7,02;0,66;61,924;-0,46;7,52;0,69;57,055;0,01;8,02;0,71;53,617
-0,03;3,52;0,49;50,929;-0,62;4,02;0,52;48,555;-0,10;4,52;0,55;49,707;0,14;5,02;0,58;45,605;-0,23;5,52;0,60;55,187;-0,32;6,02;0,63;63,949;-0,40;6,52;0,65;33,214;-0,32;7,02;0,66;62,169;-0,46;7,52;0,69;57,317;-0,04;8,02;0,71;53,878
0,01;3,52;0,49;51,138;-0,65;4,02;0,52;48,747;-0,12;4,52;0,55;49,829;0,14;5,02;0,58;46,112;-0,21;5,52;0,60;55,501;-0,39;6,02;0,63;64,350;-0,42;6,52;0,65;33,388;-0,24;7,02;0,66;62,343;-0,59;7,52;0,69;57,631;-0,03;8,02;0,71;54,192
-0,01;3,52;0,49;51,348;-0,68;4,02;0,52;48,974;-0,15;4,52;0,55;49,951;0,29;5,02;0,58;46,670;-0,19;5,52;0,60;55,798;-0,31;6,02;0,63;64,734;-0,46;6,52;0,65;33,563;-0,35;7,02;0,66;62,500;-0,52;7,52;0,69;57,997;-0,16;8,02;0,71;54,507
0,03;3,52;0,49;51,540;-0,70;4,02;0,52;49,201;-0,22;4,52;0,55;50,073;0,32;5,02;0,58;47,264;-0,17;5,52;0,60;56,112;-0,38;6,02;0,63;65,101;-0,71;6,52;0,65;33,755;-0,45;7,02;0,66;62,710;-0,49;7,52;0,69;58,277;-0,09;8,02;0,71;54,838
0,08;3,52;0,49;51,714;-0,63;4,02;0,52;49,410;-0,23;4,52;0,55;50,231;0,25;5,02;0,58;47,857;-0,30;5,52;0,60;56,357;-0,36;6,02;0,63;65,485;-0,58;6,52;0,65;33,947;-0,38;7,02;0,66;62,884;-0,46;7,52;0,69;58,503;-0,12;8,02;0,71;55,187
0,01;3,52;0,49;51,906;-0,56;4,02;0,52;49,620;-0,24;4,52;0,55;50,440;0,09;5,02;0,58;48,433;-0,22;5,52;0,60;56,584;-0,26;6,02;0,63;65,886;-0,43;6,52;0,65;34,174;-0,56;7,02;0,66;63,076;-0,47;7,52;0,69;58,695;-0,03;8,02;0,71;55,536
0,09;3,52;0,49;52,116;-0,62;4,02;0,52;49,829;-0,19;4,52;0,55;50,684;0,14;5,02;0,58;49,009;-0,23;5,52;0,60;56,810;-0,33;6,02;0,63;66,270;-0,55;6,52;0,65;34,418;-0,48;7,02;0,66;63,338;-0,45;7,52;0,69;58,818;0,00;8,02;0,71;55,920
-0,03;3,52;0,49;52,342;-0,70;4,02;0,52;50,073;-0,09;4,52;0,55;50,929;0,34;5,02;0,58;49,637;-0,26;5,52;0,60;57,055;-0,35;6,02;0,63;66,619;-0,41;6,52;0,65;34,662;-0,49;7,02;0,66;63,670;-0,51;7,52;0,69;59,010;-0,06;8,02;0,71;56,287
0,03;3,52;0,49;52,569;-0,61;4,02;0,52;50,300;-0,14;4,52;0,55;51,173;0,24;5,02;0,58;50,283;-0,18;5,52;0,60;57,334;-0,30;6,02;0,63;66,829;-0,54;6,52;0,65;34,924;-0,46;7,02;0,66;64,019;-0,44;7,52;0,69;59,236;-0,06;8,02;0,71;56,671
0,07;3,52;0,49;52,744;-0,63;4,02;0,52;50,562;-0,19;4,52;0,55;51,382;0,33;5,02;0,58;50,929;-0,18;5,52;0,60;57,666;-0,26;6,02;0,63;66,829;-0,62;6,52;0,65;35,151;-0,45;7,02;0,66;64,403;-0,37;7,52;0,69;59,324;-0,11;8,02;0,71;57,020
0,02;3,52;0,49;52,901;-0,70;4,02;0,52;50,789;-0,17;4,52;0,55;51,592;0,38;5,02;0,58;51,609;-0,14;5,52;0,60;57,997;-0,30;6,02;0,63;66,829;-0,45;6,52;0,65;35,360;-0,34;7,02;0,66;64,804;-0,36;7,52;0,69;59,324;-0,05;8,02;0,71;57,386
4,43E-4;3,52;0,49;53,058;-0,67;4,02;0,52;51,051;-0,08;4,52;0,55;51,766;0,44;5,02;0,58;52,290;-0,12;5,52;0,60;58,311;-0,28;6,02;0,63;66,829;-0,37;6,52;0,65;35,587;-0,44;7,02;0,66;65,205;-0,31;7,52;0,69;59,341;0,01;8,02;0,71;57,718
0,00;3,52;0,49;53,267;-0,59;4,02;0,52;51,278;-0,13;4,52;0,55;51,958;0,38;5,02;0,58;52,971;-0,14;5,52;0,60;58,608;-0,35;6,02;0,63;66,829;-0,43;6,52;0,65;35,814;-0,53;7,02;0,66;65,607;-0,36;7,52;0,69;59,446;-0,07;8,02;0,71;58,015
-0,05;3,52;0,49;53,512;-0,59;4,02;0,52;51,522;-0,18;4,52;0,55;52,150;0,33;5,02;0,58;53,651;-0,16;5,52;0,60;58,887;-0,44;6,02;0,63;66,829;-0,36;6,52;0,65;36,041;-0,53;7,02;0,66;66,008;-0,28;7,52;0,69;59,865;-0,07;8,02;0,71;58,277
0,15;3,52;0,49;53,721;-0,62;4,02;0,52;51,819;-0,16;4,52;0,55;52,360;0,17;5,02;0,58;54,280;-0,14;5,52;0,60;59,167;-0,25;6,02;0,63;66,829;-0,39;6,52;0,65;36,268;-0,52;7,02;0,66;66,410;0,05;7,52;0,69;60,284;-0,04;8,02;0,71;58,521
0,05;3,52;0,49;53,948;-0,63;4,02;0,52;52,133;-0,04;4,52;0,55;52,587;0,30;5,02;0,58;54,821;-0,23;5,52;0,60;59,516;-0,32;6,02;0,63;66,829;-0,39;6,52;0,65;36,512;-0,45;7,02;0,66;66,846;1,00;7,52;0,69;60,633;-0,10;8,02;0,71;58,730
-0,02;3,52;0,49;54,192;-0,53;4,02;0,52;52,447;0,01;4,52;0,55;52,814;0,33;5,02;0,58;55,344;-0,32;5,52;0,60;59,900;-0,41;6,02;0,63;66,829;-0,24;6,52;0,65;36,757;-0,47;7,02;0,66;67,265;1,44;7,52;0,69;60,982;-0,02;8,02;0,71;58,957
-0,09;3,52;0,49;54,419;-0,68;4,02;0,52;52,761;-0,09;4,52;0,55;53,023;0,38;5,02;0,58;55,798;0,32;5,52;0,60;60,284;-0,36;6,02;0,63;66,829;-0,22;6,52;0,65;37,036;-0,54;7,02;0,66;67,771;1,10;7,52;0,69;61,331;0,00;8,02;0,71;59,167
-0,10;3,52;0,49;54,664;-0,64;4,02;0,52;53,041;-0,13;4,52;0,55;53,215;0,40;5,02;0,58;56,200;0,64;5,52;0,60;60,737;-0,31;6,02;0,63;66,829;-0,36;6,52;0,65;37,315;-0,64;7,02;0,66;68,347;0,38;7,52;0,69;61,837;-0,04;8,02;0,71;59,359
-0,09;3,52;0,49;54,960;-0,60;4,02;0,52;53,302;-0,02;4,52;0,55;53,442;0,43;5,02;0,58;56,618;0,43;5,52;0,60;61,121;-0,27;6,02;0,63;66,829;-0,33;6,52;0,65;37,577;-0,59;7,02;0,66;68,906;0,09;7,52;0,69;62,396;0,09;8,02;0,71;59,551
-0,11;3,52;0,49;55,257;-0,63;4,02;0,52;53,564;-0,04;4,52;0,55;53,669;0,37;5,02;0,58;57,107;0,22;5,52;0,60;61,488;-0,28;6,02;0,63;66,829;-0,35;6,52;0,65;37,804;-0,56;7,02;0,66;69,359;-0,19;7,52;0,69;62,867;0,09;8,02;0,71;59,778
-0,10;3,52;0,49;55,571;-0,60;4,02;0,52;53,861;-0,05;4,52;0,55;53,896;0,36;5,02;0,58;57,648;-0,10;5,52;0,60;61,872;-0,29;6,02;0,63;66,829;-0,38;6,52;0,65;38,066;-0,49;7,02;0,66;69,586;-0,30;7,52;0,69;63,390;0,82;8,02;0,71;60,022
-0,06;3,52;0,49;55,885;-0,65;4,02;0,52;54,123;-0,05;4,52;0,55;54,123;0,33;5,02;0,58;58,119;-0,18;5,52;0,60;62,291;-0,24;6,02;0,63;66,829;-0,33;6,52;0,65;38,345;-0,43;7,02;0,66;69,656;-0,42;7,52;0,69;63,879;1,73;8,02;0,71;60,301
-0,07;3,52;0,49;56,182;-0,51;4,02;0,52;54,402;-0,09;4,52;0,55;54,367;0,18;5,02;0,58;58,538;-0,22;5,52;0,60;62,675;-0,26;6,02;0,63;66,829;-0,29;6,52;0,65;38,589;-0,51;7,02;0,66;69,656;-0,47;7,52;0,69;64,298;2,67;8,02;0,71;60,563
-0,06;3,52;0,49;56,426;-0,54;4,02;0,52;54,664;-0,06;4,52;0,55;54,629;0,44;5,02;0,58;58,940;-0,29;5,52;0,60;63,041;-0,33;6,02;0,63;66,829;-0,38;6,52;0,65;38,799;-0,53;7,02;0,66;69,656;-0,48;7,52;0,69;64,682;2,58;8,02;0,71;60,895
-0,05;3,52;0,49;56,636;-0,52;4,02;0,52;54,908;-0,10;4,52;0,55;54,908;0,44;5,02;0,58;59,324;-0,30;5,52;0,60;63,425;-0,24;6,02;0,63;66,829;-0,35;6,52;0,65;39,008;-0,50;7,02;0,66;69,656;-0,47;7,52;0,69;65,014;1,57;8,02;0,71;61,209
-0,01;3,52;0,49;56,863;-0,56;4,02;0,52;55,135;-0,03;4,52;0,55;55,205;0,42;5,02;0,58;59,673;-0,36;5,52;0,60;63,757;-0,30;6,02;0,63;66,829;-0,32;6,52;0,65;39,235;-0,50;7,02;0,66;69,656;-0,52;7,52;0,69;65,397;1,16;8,02;0,71;61,488
-0,06;3,52;0,49;57,107;-0,54;4,02;0,52;55,379;-0,03;4,52;0,55;55,449;0,38;5,02;0,58;60,057;-0,35;5,52;0,60;64,106;-0,25;6,02;0,63;66,829;-0,15;6,52;0,65;39,462;-0,48;7,02;0,66;69,656;-0,45;7,52;0,69;65,939;0,44;8,02;0,71;61,837
-0,15;3,52;0,49;57,369;-0,53;4,02;0,52;55,641;0,00;4,52;0,55;55,693;0,68;5,02;0,58;60,476;-0,29;5,52;0,60;64,455;-0,25;6,02;0,63;66,829;-0,15;6,52;0,65;39,776;-0,71;7,02;0,66;69,656;-0,49;7,52;0,69;66,445;0,26;8,02;0,71;62,186
-0,12;3,52;0,49;57,596;-0,68;4,02;0,52;55,920;0,02;4,52;0,55;55,920;1,29;5,02;0,58;60,912;-0,38;5,52;0,60;64,769;-0,28;6,02;0,63;66,829;-0,37;6,52;0,65;40,143;-0,79;7,02;0,66;69,656;-0,44;7,52;0,69;66,898;0,09;8,02;0,71;62,500
-0,13;3,52;0,49;57,788;-0,63;4,02;0,52;56,200;-0,02;4,52;0,55;56,147;1,12;5,02;0,58;61,313;-0,41;5,52;0,60;65,066;-0,31;6,02;0,63;66,829;-0,29;6,52;0,65;40,561;-0,69;7,02;0,66;69,656;-0,48;7,52;0,69;67,457;0,00;8,02;0,71;62,832
-0,06;3,52;0,49;57,927;-0,59;4,02;0,52;56,461;-0,04;4,52;0,55;56,357;0,88;5,02;0,58;61,750;-0,40;5,52;0,60;65,310;-0,22;6,02;0,63;66,829;-0,25;6,52;0,65;40,980;-0,74;7,02;0,66;69,656;-0,40;7,52;0,69;67,998;-0,02;8,02;0,71;63,129
-0,01;3,52;0,49;58,032;-0,57;4,02;0,52;56,706;-0,01;4,52;0,55;56,531;0,67;5,02;0,58;62,204;-0,32;5,52;0,60;65,415;-0,30;;;;-0,22;6,52;0,65;41,399;-0,76;7,02;0,66;69,656;-0,38;7,52;0,69;68,557;-0,02;8,02;0,71;63,373
-0,09;3,52;0,49;58,154;-0,55;4,02;0,52;56,933;-0,09;4,52;0,55;56,706;0,55;5,02;0,58;62,553;-0,32;5,52;0,60;65,432;;;;;-0,24;6,52;0,65;41,801;-0,85;7,02;0,66;69,656;-0,45;7,52;0,69;69,150;-0,09;8,02;0,71;63,635
-0,09;3,52;0,49;58,311;-0,63;4,02;0,52;57,125;-0,11;4,52;0,55;56,933;0,49;5,02;0,58;62,832;-0,34;5,52;0,60;65,432;;;;;-0,19;6,52;0,65;42,202;-0,79;7,02;0,66;69,656;-0,45;7,52;0,69;69,743;-0,14;8,02;0,71;63,914
-0,01;3,52;0,49;58,486;-0,62;4,02;0,52;57,352;-0,13;4,52;0,55;57,125;0,50;5,02;0,58;63,094;-0,37;5,52;0,60;65,432;;;;;-0,39;6,52;0,65;42,586;-0,89;7,02;0,66;69,656;-0,44;7,52;0,69;70,302;-0,20;8,02;0,71;64,193
-0,09;3,52;0,49;58,713;-0,59;4,02;0,52;57,578;-0,07;4,52;0,55;57,352;0,52;5,02;0,58;63,338;-0,35;5,52;0,60;65,432;;;;;-0,42;6,52;0,65;42,935;-0,99;7,02;0,66;69,656;-0,43;7,52;0,69;70,825;-0,05;8,02;0,71;64,490
-0,01;3,52;0,49;59,027;-0,63;4,02;0,52;57,788;-0,10;4,52;0,55;57,561;0,55;5,02;0,58;63,635;-0,39;5,52;0,60;65,415;;;;;-0,32;6,52;0,65;43,249;-0,90;7,02;0,66;69,656;-0,46;7,52;0,69;71,279;-0,11;8,02;0,71;64,787
-0,03;3,52;0,49;59,341;-0,52;4,02;0,52;58,032;-0,07;4,52;0,55;57,735;0,66;5,02;0,58;63,949;-0,40;5,52;0,60;65,415;;;;;-0,30;6,52;0,65;43,529;-0,82;7,02;0,66;69,656;-0,51;7,52;0,69;71,628;-0,13;8,02;0,71;65,136
-0,01;3,52;0,49;59,673;-0,62;4,02;0,52;58,259;-0,10;4,52;0,55;57,893;0,61;5,02;0,58;64,280;-0,38;5,52;0,60;65,415;;;;;-0,50;6,52;0,65;43,790;-0,80;7,02;0,66;69,639;-0,52;7,52;0,69;71,995;-0,14;8,02;0,71;65,467
-0,04;3,52;0,49;59,987;-0,63;4,02;0,52;58,469;-0,11;4,52;0,55;58,032;0,66;5,02;0,58;64,560;-0,42;5,52;0,60;65,415;;;;;-0,20;6,52;0,65;44,070;-0,80;7,02;0,66;69,639;-0,48;7,52;0,69;72,344;-0,14;8,02;0,71;65,781
0,02;3,52;0,49;60,284;-0,61;4,02;0,52;58,626;-0,14;4,52;0,55;58,172;0,64;5,02;0,58;64,717;-0,47;5,52;0,60;65,415;;;;;-0,19;6,52;0,65;44,331;-0,85;7,02;0,66;69,639;-0,49;7,52;0,69;72,815;-0,10;8,02;0,71;66,113
0,32;3,52;0,49;60,580;-0,59;4,02;0,52;58,765;-0,09;4,52;0,55;58,346;0,74;5,02;0,58;64,822;-0,35;5,52;0,60;65,415;;;;;-0,19;6,52;0,65;44,558;-0,90;;;;-0,46;7,52;0,69;73,304;-0,14;8,02;0,71;66,445
0,33;3,52;0,49;60,860;-0,62;4,02;0,52;58,975;-0,10;4,52;0,55;58,503;0,75;5,02;0,58;64,874;-0,55;5,52;0,60;65,415;;;;;-0,22;6,52;0,65;44,820;;;;;-0,50;7,52;0,69;73,810;-0,12;8,02;0,71;66,759
0,35;3,52;0,49;61,121;-0,60;4,02;0,52;59,202;-0,16;4,52;0,55;58,661;0,71;5,02;0,58;64,874;-0,46;5,52;0,60;65,415;;;;;-0,27;6,52;0,65;45,099;;;;;-0,53;7,52;0,69;74,194;-0,10;8,02;0,71;67,073
0,17;3,52;0,49;61,366;-0,61;4,02;0,52;59,446;-0,12;4,52;0,55;58,835;0,68;5,02;0,58;64,874;-0,49;5,52;0,60;65,415;;;;;-0,28;6,52;0,65;45,396;;;;;-0,57;7,52;0,69;74,648;-0,24;8,02;0,71;67,352
0,01;3,52;0,49;61,628;-0,58;4,02;0,52;59,673;-0,12;4,52;0,55;59,010;0,72;5,02;0,58;64,874;-0,54;5,52;0,60;65,415;;;;;-0,31;6,52;0,65;45,763;;;;;-0,46;7,52;0,69;75,102;-0,14;8,02;0,71;67,649
-0,03;3,52;0,49;61,924;-0,43;4,02;0,52;59,917;-0,04;4,52;0,55;59,167;0,66;5,02;0,58;64,856;-0,43;5,52;0,60;65,415;;;;;-0,40;6,52;0,65;46,164;;;;;-0,56;7,52;0,69;75,468;-0,08;8,02;0,71;67,911
-0,08;3,52;0,49;62,238;-0,15;4,02;0,52;60,179;0,10;4,52;0,55;59,341;0,69;5,02;0,58;64,856;-0,46;5,52;0,60;65,415;;;;;-0,23;6,52;0,65;46,635;;;;;-0,51;7,52;0,69;75,835;-0,14;8,02;0,71;68,103
-0,13;3,52;0,49;62,587;0,05;4,02;0,52;60,441;6,10E-4;4,52;0,55;59,498;0,66;5,02;0,58;64,856;-0,43;5,52;0,60;65,415;;;;;-0,24;6,52;0,65;47,054;;;;;-0,52;7,52;0,69;76,219;-0,21;8,02;0,71;68,155
-0,05;3,52;0,49;62,919;0,04;4,02;0,52;60,633;-0,02;4,52;0,55;59,690;0,61;5,02;0,58;64,856;-0,41;5,52;0,60;65,415;;;;;-0,44;6,52;0,65;47,455;;;;;-0,47;7,52;0,69;76,637;-0,19;8,02;0,71;68,155
-0,06;3,52;0,49;63,181;-0,22;4,02;0,52;60,860;0,08;4,52;0,55;59,865;0,59;5,02;0,58;64,856;-0,45;5,52;0,60;65,415;;;;;-0,28;6,52;0,65;47,839;;;;;-0,49;7,52;0,69;77,004;-0,39;8,02;0,71;68,155
-0,01;3,52;0,49;63,443;-0,33;4,02;0,52;61,017;0,47;4,52;0,55;60,039;0,60;5,02;0,58;64,856;-0,44;5,52;0,60;65,415;;;;;-0,23;6,52;0,65;48,189;;;;;-0,48;7,52;0,69;77,388;-0,41;8,02;0,71;68,155
-0,12;3,52;0,49;63,652;-0,44;4,02;0,52;61,121;0,73;4,52;0,55;60,231;0,54;5,02;0,58;64,856;-0,45;5,52;0,60;65,415;;;;;-0,25;6,52;0,65;48,555;;;;;-0,42;7,52;0,69;77,754;-0,30;8,02;0,71;68,155
-0,10;3,52;0,49;63,844;-0,53;4,02;0,52;61,226;0,91;4,52;0,55;60,441;0,64;5,02;0,58;64,856;-0,50;5,52;0,60;65,415;;;;;-0,29;6,52;0,65;48,887;;;;;-0,38;7,52;0,69;78,138;-0,30;8,02;0,71;68,138
-0,28;3,52;0,49;64,001;-0,57;4,02;0,52;61,348;0,99;4,52;0,55;60,633;0,56;5,02;0,58;64,856;-0,48;5,52;0,60;65,415;;;;;-0,29;6,52;0,65;49,218;;;;;-0,45;7,52;0,69;78,575;-0,16;8,02;0,71;68,138
-0,15;3,52;0,49;64,158;-0,61;4,02;0,52;61,436;0,63;4,52;0,55;60,842;0,59;5,02;0,58;64,856;-0,42;5,52;0,60;65,415;;;;;-0,26;6,52;0,65;49,567;;;;;-0,50;7,52;0,69;78,924;-0,26;8,02;0,71;68,138
0,01;3,52;0,49;64,315;-0,69;4,02;0,52;61,628;0,58;4,52;0,55;61,052;0,56;5,02;0,58;64,856;-0,45;5,52;0,60;65,415;;;;;-0,42;6,52;0,65;49,916;;;;;-0,43;7,52;0,69;79,255;-0,33;8,02;0,71;68,138
-0,04;3,52;0,49;64,350;-0,81;4,02;0,52;61,854;0,09;4,52;0,55;61,244;0,56;5,02;0,58;64,856;;;;;;;;;-0,45;6,52;0,65;50,318;;;;;-0,45;7,52;0,69;79,604;-0,24;8,02;0,71;68,138
-0,22;3,52;0,49;64,350;-0,75;4,02;0,52;62,046;0,01;4,52;0,55;61,436;0,56;5,02;0,58;64,856;;;;;;;;;-0,31;6,52;0,65;50,684;;;;;-0,44;7,52;0,69;79,954;-0,19;8,02;0,71;68,138
-0,24;3,52;0,49;64,350;-0,79;4,02;0,52;62,273;0,06;4,52;0,55;61,610;0,44;5,02;0,58;64,856;;;;;;;;;-0,32;6,52;0,65;51,086;;;;;-0,46;7,52;0,69;80,233;-0,24;8,02;0,71;68,138
-0,21;3,52;0,49;64,350;-0,69;4,02;0,52;62,570;-0,07;4,52;0,55;61,785;0,34;5,02;0,58;64,856;;;;;;;;;-0,48;6,52;0,65;51,435;;;;;-0,45;7,52;0,69;80,390;-0,26;8,02;0,71;68,138
